platform,content_type,industry,posting_hour,caption_length,cta,influencer,reach,engagement
Facebook,Video,Tech,18,56,0,1,41716,5.77
Instagram,Image,Tech,22,214,0,0,25635,3.14
Instagram,Carousel,Fitness,6,199,0,0,21120,3.55
Twitter,Tweet,Tech,13,150,0,0,24745,4.02
LinkedIn,Post,Healthcare,22,238,1,0,35202,4.14
Facebook,Image,Sports,23,96,0,1,25194,3.28
Instagram,Image,Fashion,6,159,1,1,23767,5.1
LinkedIn,Post,FinTech,16,82,1,1,28205,3.21
Twitter,Tweet,Travel,18,57,1,0,28947,4.82
YouTube,Shorts,Healthcare,21,108,1,0,60949,7.65
LinkedIn,Article,Beauty,20,136,0,1,29495,5.78
LinkedIn,Post,RealEstate,8,141,1,0,22726,3.53
YouTube,Video,Travel,22,178,0,1,25333,6.53
LinkedIn,Post,Fashion,17,76,0,0,12019,2.69
LinkedIn,Post,Travel,20,237,1,1,36354,5.87
Facebook,Video,EdTech,15,235,0,1,33312,4.91
Instagram,Reel,Fitness,12,239,1,0,24080,6.27
Facebook,Image,Fitness,22,205,0,0,21758,3.15
Instagram,Post,FinTech,23,158,0,1,26739,4.16
Facebook,Image,Entertainment,7,71,1,0,25759,3.09
LinkedIn,Article,RealEstate,14,64,0,0,16766,3.45
LinkedIn,Post,Sports,20,243,1,1,35048,6.23
Facebook,Video,Gaming,12,234,1,0,35986,4.92
YouTube,Shorts,Entertainment,14,237,0,0,47033,6.24
Twitter,Tweet,Healthcare,11,142,1,1,36828,5.01
Instagram,Image,Sports,7,221,0,0,17911,3.27
Instagram,Post,Tech,16,165,1,1,25998,4.75
Instagram,Reel,Healthcare,12,244,0,1,38774,6.35
LinkedIn,Article,FinTech,22,244,0,0,23942,3.61
LinkedIn,Article,Entertainment,9,55,1,1,34871,5.86
Facebook,Video,EdTech,13,112,1,1,45290,6.73
Facebook,Post,Food,8,208,1,1,22402,4.95
Instagram,Reel,Sports,14,124,1,0,42817,6.48
YouTube,Live,Fitness,9,175,1,0,24777,5.93
YouTube,Video,RealEstate,10,164,0,1,25823,6.62
Facebook,Image,RealEstate,9,222,0,0,18385,3.08
Facebook,Image,Sports,6,174,1,1,18973,4.18
YouTube,Video,Food,16,205,1,1,42629,7.48
Instagram,Post,FinTech,21,160,1,1,27190,6.41
Facebook,Post,Fitness,9,242,1,0,25587,3.71
YouTube,Video,RealEstate,20,163,0,0,40327,6.7
YouTube,Video,Fashion,17,250,1,1,40030,6.4
YouTube,Shorts,Healthcare,15,73,0,1,27560,6.11
Twitter,Tweet,FinTech,6,162,0,1,31012,3.93
Instagram,Reel,Fashion,13,138,1,1,44063,6.69
LinkedIn,Article,EdTech,22,153,0,1,35975,4.51
LinkedIn,Post,Healthcare,9,179,1,0,14953,3.46
YouTube,Video,Fashion,23,136,0,0,31884,5.23
YouTube,Shorts,Entertainment,21,102,0,0,32202,6.31
YouTube,Video,Travel,21,155,0,0,31256,6.06
Twitter,Tweet,Food,20,223,1,0,37051,4.44
YouTube,Shorts,Sports,19,213,1,0,55477,7.45
YouTube,Live,Healthcare,13,86,1,0,38638,5.94
Twitter,Thread,Healthcare,18,205,0,1,29894,5.49
Twitter,Thread,Travel,23,234,0,0,16551,3.41
YouTube,Video,EdTech,10,144,0,0,36679,5.1
Instagram,Post,Tech,7,135,1,1,28281,5.57
Facebook,Video,Healthcare,10,109,0,0,29031,3.85
Twitter,Tweet,Gaming,18,248,0,1,34140,4.96
LinkedIn,Post,Travel,12,57,1,1,19324,5.04
Facebook,Post,Sports,20,194,1,1,35586,5.19
Twitter,Tweet,Entertainment,12,113,0,0,30382,3.8
LinkedIn,Article,Fashion,11,201,1,1,33155,4.72
Twitter,Thread,Fashion,23,137,0,0,27140,3.21
YouTube,Shorts,EdTech,18,124,1,1,57686,8.44
Twitter,Tweet,Food,15,129,1,0,25227,3.88
Facebook,Image,Travel,19,174,1,1,45910,5.47
Facebook,Video,Beauty,8,51,0,0,34990,3.82
LinkedIn,Article,FinTech,10,92,0,0,21588,4.15
Twitter,Tweet,Food,18,117,1,1,44313,5.69
Facebook,Image,FinTech,21,84,1,1,33402,6.17
Twitter,Tweet,Gaming,21,200,1,1,22852,5.08
Instagram,Reel,Sports,13,238,0,1,28945,6.25
YouTube,Live,Food,11,241,0,1,26190,6.43
Instagram,Reel,Tech,15,153,0,0,27633,4.46
Twitter,Thread,Gaming,9,94,1,1,27043,4.13
YouTube,Video,Fashion,8,208,0,0,42501,5.3
Twitter,Thread,Tech,7,139,1,1,30118,5.34
YouTube,Video,RealEstate,7,203,1,0,40221,6.02
YouTube,Live,RealEstate,12,100,0,1,49313,7.65
Twitter,Thread,Gaming,12,180,1,1,26803,5.47
Twitter,Tweet,RealEstate,22,147,1,1,35360,3.99
Instagram,Carousel,Healthcare,23,63,1,1,41161,5.51
LinkedIn,Post,EdTech,8,136,1,1,25163,4.58
LinkedIn,Article,Food,17,189,0,1,41249,4.98
Instagram,Image,Beauty,6,85,1,0,29938,3.57
LinkedIn,Article,Entertainment,14,180,1,1,37353,6.12
Instagram,Post,Fitness,22,245,1,1,40618,5.43
LinkedIn,Post,EdTech,12,115,1,0,32549,4.22
LinkedIn,Post,Food,18,149,1,0,31528,4.38
YouTube,Live,Beauty,18,209,0,0,43829,6.68
LinkedIn,Post,Gaming,20,51,1,0,41370,4.94
YouTube,Video,RealEstate,23,134,1,1,29829,7.09
Instagram,Reel,Fitness,10,131,1,0,37437,5.54
Facebook,Post,Tech,15,110,1,1,26305,5.1
YouTube,Video,Beauty,6,208,0,1,28743,6.24
Twitter,Thread,Food,14,222,1,0,25067,3.94
LinkedIn,Article,EdTech,17,248,0,0,21440,3.58
Twitter,Tweet,Food,18,52,0,0,32904,3.87
Twitter,Thread,RealEstate,7,145,1,1,33326,5.11
YouTube,Video,Entertainment,6,113,0,0,35263,5.07
Twitter,Thread,Entertainment,13,99,0,0,25088,4.31
Twitter,Tweet,Healthcare,21,124,0,0,32243,4.54
Facebook,Video,Travel,7,126,0,1,23806,5.0
Instagram,Post,Entertainment,17,211,1,0,28711,4.02
Facebook,Post,Food,12,101,0,0,30843,3.49
LinkedIn,Article,Tech,18,240,1,1,33237,6.08
LinkedIn,Post,Tech,15,160,0,1,24771,3.84
Instagram,Image,Food,12,106,1,1,28093,6.18
Twitter,Thread,Travel,15,64,0,1,34882,4.27
YouTube,Shorts,Tech,12,142,0,0,40041,5.57
YouTube,Video,Food,17,136,1,0,42258,6.1
Instagram,Post,EdTech,6,124,0,1,36747,4.83
YouTube,Shorts,Tech,10,221,0,0,41647,5.49
Instagram,Reel,EdTech,17,85,0,1,27012,6.39
Facebook,Post,Entertainment,17,232,1,0,25460,4.01
Instagram,Post,Sports,8,233,0,0,26875,3.08
LinkedIn,Post,Fashion,12,112,0,0,17529,3.38
Instagram,Post,Fitness,9,163,0,1,29315,4.59
LinkedIn,Article,EdTech,21,187,1,1,40512,5.63
Twitter,Thread,FinTech,22,124,1,1,40160,4.93
YouTube,Live,Fitness,8,189,1,0,31125,5.3
Instagram,Post,Tech,16,87,0,0,24567,3.91
Facebook,Post,Healthcare,20,84,0,1,32343,5.76
Instagram,Reel,Food,6,102,0,0,24921,5.0
Twitter,Thread,Sports,9,156,1,0,20035,3.53
YouTube,Video,EdTech,15,229,0,1,25919,6.57
Instagram,Reel,EdTech,16,184,1,1,29061,6.09
Twitter,Thread,Fashion,18,235,1,1,38494,5.59
Instagram,Reel,Gaming,9,71,0,0,38088,4.66
LinkedIn,Article,Beauty,17,218,1,1,42422,5.38
LinkedIn,Post,Gaming,9,167,1,0,24590,3.52
Twitter,Thread,Beauty,22,112,0,0,24693,3.88
Facebook,Post,Fashion,16,63,1,1,22854,5.01
LinkedIn,Post,Fashion,10,207,0,1,22297,4.26
Instagram,Reel,Fitness,17,151,1,1,44700,5.66
Facebook,Post,EdTech,15,168,0,0,21387,3.09
Facebook,Video,Food,17,199,0,0,25574,3.57
YouTube,Live,EdTech,20,147,1,0,35564,7.13
LinkedIn,Article,Entertainment,10,89,1,1,30303,4.82
Facebook,Post,Food,13,105,0,0,17883,3.65
LinkedIn,Article,RealEstate,23,126,1,0,29911,4.52
YouTube,Live,Food,7,129,1,0,50335,6.19
Facebook,Post,Gaming,11,132,0,1,24934,4.6
Instagram,Reel,Gaming,17,72,1,0,32348,4.66
Instagram,Post,Beauty,9,185,0,1,18992,4.52
Facebook,Image,Beauty,13,203,1,0,21060,4.69
YouTube,Live,Travel,11,240,1,1,44153,7.6
Twitter,Tweet,Fashion,13,75,1,1,27123,4.28
YouTube,Live,Fitness,23,235,0,1,45603,6.36
Twitter,Thread,FinTech,17,132,0,0,28033,3.71
Instagram,Image,Sports,14,145,0,1,29768,5.02
Instagram,Post,Healthcare,8,141,1,0,18442,3.64
Facebook,Video,Healthcare,11,68,1,1,36607,4.88
LinkedIn,Article,Tech,19,248,1,1,43079,5.92
LinkedIn,Post,Fitness,16,140,0,0,11881,2.32
Instagram,Post,Fitness,23,156,1,0,31157,4.02
LinkedIn,Article,RealEstate,16,221,0,0,33583,3.96
LinkedIn,Post,Beauty,12,195,1,0,22961,3.6
Instagram,Post,Gaming,16,84,1,1,25820,5.1
Twitter,Tweet,Healthcare,18,206,0,0,17348,4.34
Twitter,Tweet,Sports,8,95,1,0,27886,3.3
Facebook,Video,Fitness,21,98,1,1,27728,6.06
Facebook,Post,Gaming,10,124,0,1,18114,4.35
LinkedIn,Article,Gaming,7,139,1,0,26496,4.08
Facebook,Image,Gaming,6,224,0,1,29366,4.14
Instagram,Post,Gaming,15,206,1,0,28432,3.78
LinkedIn,Post,Fitness,10,69,1,1,30135,4.53
Instagram,Reel,Gaming,16,196,1,1,30820,6.5
Facebook,Video,Healthcare,9,234,1,1,37716,6.46
Facebook,Post,Tech,6,237,0,0,19276,3.24
YouTube,Shorts,Entertainment,15,202,1,1,46696,7.6
Twitter,Thread,Gaming,16,184,0,1,24545,4.44
YouTube,Video,Beauty,16,141,1,1,50505,6.96
YouTube,Live,EdTech,20,220,0,1,35814,7.76
LinkedIn,Post,Fashion,13,239,1,0,27311,3.61
YouTube,Shorts,Sports,23,56,1,1,33488,7.12
Twitter,Thread,Travel,11,89,1,1,20267,4.0
Twitter,Thread,Healthcare,18,122,0,1,35557,5.15
Facebook,Image,Travel,15,52,0,0,26376,3.24
LinkedIn,Article,RealEstate,19,124,1,1,49212,6.78
LinkedIn,Post,FinTech,22,141,0,1,27394,4.57
YouTube,Shorts,Fitness,14,194,0,0,43650,6.01
YouTube,Video,Tech,19,163,0,1,52243,7.76
LinkedIn,Post,Healthcare,6,199,0,1,26908,4.39
Instagram,Post,Entertainment,23,153,0,0,28189,2.97
Twitter,Tweet,Travel,23,104,1,1,28797,4.46
Twitter,Thread,Travel,19,164,1,1,28596,5.67
LinkedIn,Article,Food,8,150,0,1,27880,4.53
LinkedIn,Post,Tech,10,70,0,0,20319,2.82
Twitter,Thread,Entertainment,18,214,0,0,25424,4.67
LinkedIn,Post,Fashion,7,202,0,1,22645,4.22
LinkedIn,Post,Tech,10,228,1,0,15430,3.86
Twitter,Thread,Travel,6,228,1,1,26887,4.94
Facebook,Post,Healthcare,15,160,1,1,35343,4.77
YouTube,Live,RealEstate,19,146,0,1,41952,8.44
YouTube,Live,Fashion,15,221,0,0,33908,4.89
Twitter,Tweet,RealEstate,11,241,0,0,25995,3.48
Twitter,Thread,EdTech,18,54,0,0,36433,4.38
Facebook,Video,Healthcare,6,122,0,0,19567,4.23
LinkedIn,Post,Healthcare,16,189,1,1,32829,4.37
Facebook,Image,Gaming,16,118,0,1,17361,3.92
Facebook,Video,Sports,16,65,1,0,29145,4.69
Twitter,Thread,FinTech,7,165,0,1,32867,4.72
Twitter,Thread,RealEstate,12,214,0,1,40408,5.09
Facebook,Post,Sports,12,144,0,0,29026,3.58
LinkedIn,Post,Travel,7,204,0,1,41717,5.44
LinkedIn,Post,EdTech,10,62,0,0,18326,3.48
YouTube,Video,Food,6,80,1,1,57453,7.37
Facebook,Video,Travel,13,134,0,0,37476,4.46
Twitter,Tweet,Entertainment,23,237,1,0,18529,3.05
Twitter,Thread,Sports,9,88,0,1,16412,4.19
Instagram,Post,FinTech,6,157,1,0,23698,4.43
Facebook,Image,RealEstate,21,150,0,0,29968,4.0
YouTube,Video,Sports,21,165,1,1,49460,7.77
Twitter,Tweet,EdTech,12,224,0,0,17073,3.62
Instagram,Reel,Beauty,22,144,1,0,33700,5.43
YouTube,Shorts,Sports,21,70,1,1,32631,7.89
YouTube,Video,Gaming,22,102,0,1,21888,6.06
Facebook,Post,Beauty,9,57,1,0,33439,4.28
LinkedIn,Article,RealEstate,8,62,0,0,25786,3.74
Instagram,Carousel,Travel,20,189,1,1,29192,5.65
LinkedIn,Post,EdTech,19,73,0,0,26746,3.68
YouTube,Video,Gaming,8,55,0,0,43757,5.36
Instagram,Image,Food,22,69,0,1,21122,4.79
Twitter,Tweet,Sports,17,80,0,1,25623,4.04
Instagram,Reel,Gaming,22,204,0,0,39810,5.25
Instagram,Post,EdTech,7,95,1,1,21476,4.4
Instagram,Post,Beauty,20,205,0,1,37632,5.79
LinkedIn,Article,Food,13,208,1,0,33465,5.27
LinkedIn,Post,Tech,11,193,1,0,31111,4.03
YouTube,Video,Sports,18,240,0,1,45982,7.84
Twitter,Tweet,Fitness,16,172,1,1,40490,5.24
Instagram,Post,Beauty,17,225,0,1,28071,4.74
Twitter,Tweet,EdTech,22,111,1,1,31989,4.72
LinkedIn,Article,RealEstate,17,67,0,1,29013,4.62
YouTube,Live,Tech,8,84,1,1,32616,6.69
Instagram,Carousel,Gaming,9,138,0,1,30615,4.15
YouTube,Video,Gaming,22,213,0,0,26058,5.57
YouTube,Live,Fitness,6,152,1,1,46740,6.92
YouTube,Shorts,Tech,17,143,1,1,49999,6.29
Facebook,Image,Tech,6,61,0,0,16925,2.79
Instagram,Carousel,Beauty,6,218,0,0,29789,3.37
Facebook,Video,Healthcare,7,111,1,0,23824,4.79
YouTube,Video,Tech,23,135,0,0,36058,5.49
LinkedIn,Article,Fashion,11,118,1,1,34545,5.07
Twitter,Tweet,RealEstate,20,201,1,0,24432,4.11
Twitter,Tweet,EdTech,21,62,0,0,30465,4.01
YouTube,Live,Beauty,20,98,1,1,37163,8.73
LinkedIn,Article,FinTech,20,205,0,1,23295,5.86
LinkedIn,Post,FinTech,13,248,0,1,29154,4.0
Instagram,Post,Fitness,8,94,0,0,25678,3.0
YouTube,Live,Beauty,19,53,0,0,34095,6.94
LinkedIn,Article,Beauty,20,190,0,0,24034,4.71
LinkedIn,Post,FinTech,17,159,1,1,25318,4.47
YouTube,Video,Tech,13,139,1,1,28578,7.35
Twitter,Thread,FinTech,7,94,0,1,35319,4.5
LinkedIn,Post,Entertainment,13,82,0,0,30051,3.48
YouTube,Shorts,Tech,18,200,0,0,36504,6.63
LinkedIn,Article,Travel,14,216,1,0,19891,4.36
Twitter,Thread,FinTech,6,151,1,0,17985,4.17
LinkedIn,Post,Gaming,16,146,1,1,24191,4.41
LinkedIn,Post,FinTech,23,230,0,0,23701,3.24
Instagram,Post,Entertainment,20,138,0,1,30165,5.22
Twitter,Tweet,Fitness,18,210,1,0,28362,5.19
Twitter,Tweet,Sports,19,192,1,0,25327,5.01
Facebook,Image,Tech,18,103,1,0,30054,4.14
Instagram,Image,RealEstate,14,82,0,0,21756,3.78
Facebook,Video,EdTech,22,197,1,0,34396,4.69
Facebook,Image,Gaming,22,211,0,0,19442,2.67
Instagram,Image,FinTech,12,197,0,1,32618,5.05
YouTube,Live,Fitness,7,179,1,1,40829,7.17
LinkedIn,Post,Travel,17,117,1,1,25177,4.43
Twitter,Tweet,Food,10,221,0,1,30843,4.02
Facebook,Post,Healthcare,10,217,1,1,33646,4.42
Facebook,Post,EdTech,15,143,0,0,17538,2.3
Facebook,Video,Fitness,23,153,1,0,28530,4.89
Facebook,Post,Entertainment,13,241,0,0,28148,4.19
YouTube,Live,EdTech,7,52,1,0,41175,7.0
Facebook,Image,FinTech,12,59,1,1,23234,4.42
YouTube,Live,Fashion,23,115,0,0,44081,5.8
Twitter,Tweet,Fashion,13,236,0,0,15140,2.61
LinkedIn,Article,Food,10,195,1,1,32991,5.8
Facebook,Video,FinTech,10,78,1,1,27577,5.7
Facebook,Image,Fitness,21,202,1,0,30815,4.52
Twitter,Tweet,Food,9,131,0,1,36300,4.11
LinkedIn,Article,FinTech,18,60,1,0,26401,5.08
LinkedIn,Article,Travel,6,244,1,0,26460,4.22
YouTube,Video,Healthcare,15,225,1,0,40987,6.08
LinkedIn,Post,Food,19,65,1,0,31001,5.4
Twitter,Thread,Tech,7,93,0,1,40432,5.03
Facebook,Post,Entertainment,6,128,0,0,19197,2.96
LinkedIn,Article,FinTech,17,104,0,1,24504,5.02
LinkedIn,Article,Healthcare,19,118,0,1,25498,5.94
Instagram,Reel,Sports,21,142,0,0,28585,5.43
LinkedIn,Article,Travel,9,189,0,1,26204,4.32
Instagram,Post,Fashion,16,128,0,0,38174,4.43
YouTube,Video,Food,18,79,0,1,42954,7.84
YouTube,Shorts,EdTech,23,183,0,1,38987,6.9
LinkedIn,Post,Beauty,21,52,0,0,32106,4.12
Instagram,Post,Travel,10,152,1,0,26886,3.78
Instagram,Reel,Gaming,19,176,0,1,51886,7.01
Twitter,Tweet,Food,8,237,1,1,28189,4.19
Twitter,Thread,EdTech,16,170,0,1,21964,3.7
Twitter,Tweet,FinTech,14,178,1,1,36297,4.5
Twitter,Tweet,FinTech,6,176,1,1,37057,4.58
Facebook,Image,Tech,9,101,0,1,25344,4.05
Facebook,Image,Travel,18,74,0,1,45187,5.41
Instagram,Carousel,Healthcare,20,61,1,1,31383,6.29
Instagram,Post,Sports,7,169,1,0,25687,4.13
Instagram,Post,Gaming,18,221,1,1,34449,6.66
Instagram,Carousel,Sports,11,99,0,1,20424,4.06
LinkedIn,Article,Beauty,6,138,0,1,25331,4.83
Instagram,Image,FinTech,18,82,0,0,24427,5.0
YouTube,Video,FinTech,15,56,1,1,53412,7.39
YouTube,Video,Food,21,132,1,0,48317,6.63
Instagram,Post,Food,7,90,1,0,25263,4.1
Twitter,Thread,Fitness,13,52,1,1,28464,6.09
LinkedIn,Post,Fitness,15,103,0,0,17431,2.96
Twitter,Thread,Entertainment,6,159,0,1,34770,4.49
YouTube,Video,Fashion,11,72,0,0,26180,5.81
Facebook,Post,Gaming,15,193,1,0,24745,3.29
Instagram,Carousel,Gaming,9,144,0,1,39726,5.23
Twitter,Tweet,Beauty,20,93,0,0,25483,4.2
Twitter,Tweet,Healthcare,16,165,1,0,17219,3.51
Facebook,Image,EdTech,17,184,0,1,33667,3.54
LinkedIn,Article,Beauty,17,250,0,1,29568,4.92
LinkedIn,Post,Tech,10,91,0,0,22595,3.2
Twitter,Thread,Food,11,240,1,1,28362,5.45
Twitter,Tweet,Sports,9,142,0,0,14009,2.68
YouTube,Video,Travel,7,54,0,1,38149,6.1
LinkedIn,Post,Gaming,12,78,1,0,27754,3.83
Instagram,Carousel,Sports,7,178,1,0,20844,3.8
Facebook,Image,Sports,16,53,0,1,25836,3.75
Twitter,Thread,Travel,14,55,0,1,39734,5.42
Twitter,Tweet,FinTech,10,77,1,0,17793,3.83
Instagram,Carousel,Tech,23,238,0,1,21578,4.42
YouTube,Shorts,Beauty,13,177,1,1,41122,7.44
Instagram,Reel,Tech,8,76,0,0,23081,4.07
Instagram,Post,Food,20,202,0,0,34909,4.98
Twitter,Thread,Tech,6,66,0,1,25020,4.96
Facebook,Post,Sports,19,129,0,1,34687,5.15
YouTube,Video,Gaming,13,89,0,0,31053,6.05
LinkedIn,Post,EdTech,23,156,0,0,29410,3.17
LinkedIn,Article,Entertainment,14,233,1,0,30165,5.39
Facebook,Video,Travel,15,57,0,1,32050,5.08
Twitter,Tweet,Beauty,15,178,1,0,24375,3.38
YouTube,Video,Beauty,16,183,1,0,42413,6.07
Twitter,Tweet,Healthcare,8,226,0,0,21506,2.23
Facebook,Post,Entertainment,9,207,1,0,25515,3.12
LinkedIn,Article,FinTech,10,114,1,1,41580,4.78
YouTube,Shorts,RealEstate,13,67,1,1,51602,8.01
Facebook,Post,Fashion,8,222,0,1,23641,4.07
Instagram,Image,Beauty,14,128,1,0,27947,4.39
LinkedIn,Article,Gaming,17,243,1,0,17848,3.88
Twitter,Thread,Tech,15,87,1,1,24507,4.74
Twitter,Tweet,Tech,10,153,1,1,28434,4.98
LinkedIn,Post,Sports,20,155,0,0,24047,4.14
LinkedIn,Post,Food,21,209,1,0,28153,4.39
LinkedIn,Post,Sports,19,121,0,1,35716,5.21
LinkedIn,Article,Fashion,23,175,1,1,27428,5.8
Twitter,Thread,Fitness,10,187,0,1,28873,4.1
YouTube,Live,Travel,10,194,0,0,38548,5.03
Twitter,Thread,Gaming,17,218,1,0,28879,3.6
Facebook,Video,RealEstate,8,245,0,1,28821,5.05
YouTube,Video,Fitness,12,230,0,1,41914,7.38
Twitter,Tweet,EdTech,11,114,0,0,23186,3.2
Instagram,Post,Entertainment,12,92,1,1,22773,5.18
LinkedIn,Post,Entertainment,13,118,0,1,20240,4.22
LinkedIn,Post,Beauty,23,204,1,1,29908,4.37
Twitter,Thread,Fitness,15,60,0,1,35384,4.57
YouTube,Shorts,Travel,13,73,1,0,30302,6.1
Twitter,Tweet,Travel,13,199,0,0,25586,3.16
LinkedIn,Post,Healthcare,22,183,0,0,24456,2.76
Twitter,Thread,Fitness,22,151,0,0,24529,3.68
LinkedIn,Article,Healthcare,13,203,0,0,35266,4.41
LinkedIn,Post,Gaming,18,233,0,0,21804,4.56
LinkedIn,Post,Sports,8,193,1,1,35368,5.04
Twitter,Tweet,Tech,19,186,0,1,36806,4.88
YouTube,Live,Entertainment,14,161,1,1,56610,7.13
LinkedIn,Post,Healthcare,9,155,0,0,25742,2.53
Instagram,Reel,Gaming,22,103,1,1,32482,5.56
Twitter,Tweet,Sports,7,77,0,0,26797,2.62
LinkedIn,Article,Travel,19,214,1,0,21164,5.15
Instagram,Image,Food,23,103,0,1,20627,4.82
LinkedIn,Post,Beauty,19,225,0,1,32139,5.21
LinkedIn,Post,EdTech,15,247,1,0,18214,3.3
Instagram,Image,EdTech,6,235,0,0,20227,3.45
LinkedIn,Post,Entertainment,19,240,0,0,36229,3.78
Facebook,Post,Entertainment,22,245,0,1,37228,4.61
YouTube,Shorts,Entertainment,10,147,1,1,37144,6.69
Facebook,Post,Tech,18,66,1,1,26727,5.44
LinkedIn,Article,Fashion,23,139,0,0,30620,3.93
Facebook,Post,Tech,17,212,1,0,21499,3.93
YouTube,Video,FinTech,23,69,1,0,42047,5.31
Twitter,Thread,Fashion,8,65,1,1,25285,5.14
Instagram,Reel,Sports,14,238,1,0,41412,5.6
LinkedIn,Post,Healthcare,14,87,1,0,18509,3.95
Facebook,Post,FinTech,14,248,0,1,31634,4.87
Instagram,Carousel,Beauty,9,83,1,0,27609,4.23
Instagram,Reel,EdTech,23,53,1,1,42389,6.48
Instagram,Post,Tech,19,161,1,1,43539,6.18
YouTube,Video,EdTech,18,152,0,0,33611,6.53
YouTube,Live,Fashion,14,208,1,0,31060,6.76
YouTube,Shorts,FinTech,13,107,0,0,35299,6.05
Twitter,Thread,Food,19,63,0,0,23498,5.22
LinkedIn,Post,Sports,14,203,1,1,30658,5.33
Instagram,Image,Healthcare,17,83,0,0,26941,3.13
Instagram,Carousel,Food,20,90,0,0,27995,4.51
Instagram,Post,Sports,7,99,1,0,20579,4.02
Facebook,Image,FinTech,11,106,0,0,21466,3.72
YouTube,Live,Fashion,12,225,0,1,34626,7.66
Instagram,Image,Food,19,175,0,1,45572,5.54
Twitter,Thread,EdTech,12,137,0,0,27732,3.53
LinkedIn,Post,Fitness,12,60,1,1,28389,4.68
YouTube,Shorts,Beauty,14,143,0,1,54037,7.2
YouTube,Shorts,Gaming,11,231,1,0,24920,6.92
Facebook,Post,Travel,15,183,0,0,18125,3.42
Facebook,Video,RealEstate,22,108,1,0,22806,3.86
YouTube,Live,EdTech,10,237,1,1,50654,6.71
Twitter,Thread,EdTech,11,127,1,1,35267,4.55
YouTube,Video,Healthcare,18,140,1,0,35374,6.87
Facebook,Image,Beauty,6,223,0,1,25775,4.04
Instagram,Post,Food,13,129,0,0,38640,4.25
Instagram,Image,RealEstate,7,168,1,1,29245,5.27
YouTube,Shorts,Tech,16,151,0,1,38725,6.94
Twitter,Tweet,Beauty,15,67,1,0,16405,3.51
Twitter,Tweet,Travel,19,73,1,1,31993,4.72
Twitter,Tweet,FinTech,7,207,0,0,19561,2.38
Facebook,Post,Beauty,19,212,1,1,48110,5.84
YouTube,Shorts,FinTech,14,55,1,0,44994,6.66
Instagram,Image,Entertainment,19,54,0,1,30148,6.04
Twitter,Thread,FinTech,18,189,0,1,42109,5.52
Instagram,Post,Healthcare,15,102,0,1,21505,4.52
Instagram,Image,Fitness,15,110,0,0,30282,3.6
YouTube,Shorts,Gaming,14,107,1,0,35858,6.5
Twitter,Thread,Gaming,10,62,1,0,24817,3.83
LinkedIn,Article,Fitness,9,95,1,1,44791,5.55
Facebook,Post,Beauty,18,72,1,0,35028,4.87
LinkedIn,Article,Gaming,16,163,0,0,20284,3.59
Twitter,Thread,Travel,16,134,0,0,20850,3.29
Twitter,Thread,Travel,8,214,0,0,25181,3.82
Twitter,Thread,Fitness,22,62,1,1,32426,4.36
Facebook,Video,Tech,20,243,1,1,50308,7.41
LinkedIn,Article,Beauty,22,208,1,1,29033,4.63
Facebook,Post,Travel,23,239,0,1,27320,3.94
Twitter,Thread,Beauty,9,54,0,0,27685,3.6
Facebook,Post,Gaming,9,241,1,1,29334,5.11
Facebook,Video,EdTech,12,68,1,0,23644,4.54
LinkedIn,Article,Fitness,13,111,0,1,26282,4.76
YouTube,Video,FinTech,22,112,0,0,25948,5.61
LinkedIn,Article,FinTech,11,157,1,1,44930,6.04
Instagram,Image,Beauty,18,161,0,1,48322,6.2
Facebook,Image,FinTech,17,111,1,1,22563,4.6
Instagram,Post,EdTech,20,130,0,0,26890,3.73
YouTube,Live,Sports,12,136,0,1,32214,7.13
Facebook,Image,Gaming,7,50,1,1,32183,4.84
Twitter,Thread,Gaming,20,208,1,1,41135,5.85
Instagram,Carousel,Travel,14,209,0,1,29988,4.76
Facebook,Image,Gaming,6,205,1,0,22376,3.76
LinkedIn,Post,Fashion,11,209,0,1,20801,3.62
Twitter,Tweet,Food,11,152,0,1,34519,4.55
Instagram,Post,EdTech,12,166,1,0,34863,5.21
LinkedIn,Post,Sports,15,177,1,1,28831,4.76
YouTube,Video,Travel,20,70,1,0,30663,7.24
Facebook,Post,Travel,16,70,0,0,22291,2.94
Twitter,Thread,Fashion,13,182,1,1,36510,5.39
LinkedIn,Post,Travel,12,236,0,1,26665,5.26
YouTube,Shorts,Fashion,13,116,0,1,43456,7.45
YouTube,Video,Sports,12,224,0,1,42176,7.18
Facebook,Post,Travel,8,116,0,1,34280,4.57
LinkedIn,Article,Tech,17,235,1,0,21208,4.32
Facebook,Post,Beauty,7,229,0,1,30704,4.36
LinkedIn,Post,Fitness,22,171,0,0,28820,3.39
Facebook,Post,RealEstate,7,228,0,1,25127,4.41
YouTube,Video,Healthcare,9,229,0,1,49251,6.84
Instagram,Reel,Healthcare,7,125,0,1,43965,5.86
Instagram,Carousel,Entertainment,15,242,0,0,25905,3.4
Instagram,Image,Travel,19,218,1,0,32197,4.98
YouTube,Video,RealEstate,17,100,1,1,31372,6.73
Facebook,Post,Fashion,10,61,0,0,18918,2.56
YouTube,Video,FinTech,23,106,0,1,37633,6.14
Facebook,Video,Entertainment,7,142,1,1,30642,5.12
Instagram,Image,Fitness,18,135,1,0,28918,5.0
Facebook,Image,Gaming,13,79,0,0,29846,4.42
